questionId,skillKey,conceptId,factId,familyId,reassessmentGroup,difficulty,cognitiveLevel,questionType,prompt,optionA,optionB,optionC,optionD,correctOption,correctAnswerText,explanation,provenance,sourceQuestionId
GB2_STK_001,DSA_STACK,STK_C01_BEHAVIOUR,STK_F01_LIFO,STK_FAM01_ORDER_NAME,STK_RG_ORDER,D1,REMEMBER,mcq,A stack removes items in which order relative to how they were added?,Items are removed in sorted order,The last item added is removed first,Items are removed in a random order,The first item added is removed first,B,The last item added is removed first,"A stack is last-in, first-out. The most recently pushed item is the one on top, and the top is the only item pop can reach. Removing the first item added is queue behaviour.",AUTHORED,
GB2_STK_002,DSA_STACK,STK_C01_BEHAVIOUR,STK_F02_PUSH,STK_FAM02_OPERATION_NAMES,STK_RG_OPERATIONS,D1,REMEMBER,mcq,Which operation adds an item to a stack?,peek,push,pop,enqueue,B,push,"push adds to the top. pop removes from the top, peek reads the top without removing, and enqueue belongs to a queue.",AUTHORED,
GB2_STK_003,DSA_STACK,STK_C01_BEHAVIOUR,STK_F03_POP_RETURNS,STK_FAM03_POP_TARGET,STK_RG_OPERATIONS,D1,REMEMBER,mcq,Which item does pop remove from a stack?,The item at the top,The item added first,The smallest item,The item at the bottom,A,The item at the top,pop only ever reaches the top. Nothing in a stack lets you remove from the bottom or search for a particular value — that restriction is the whole point of the structure.,AUTHORED,
GB2_STK_004,DSA_STACK,STK_C01_BEHAVIOUR,STK_F04_PEEK,STK_FAM04_PEEK_EFFECT,STK_RG_OPERATIONS,D1,REMEMBER,mcq,What does peek do to a stack?,Returns every item in order,Returns the bottom item and leaves the stack unchanged,Returns the top item and removes it,Returns the top item and leaves the stack unchanged,D,Returns the top item and leaves the stack unchanged,peek reads without removing. Confusing it with pop is the commonest source of a stack that empties faster than the code intends.,AUTHORED,
GB2_STK_005,DSA_STACK,STK_C02_STATE,STK_F05_EMPTY_CHECK,STK_FAM05_EMPTY_MEANING,STK_RG_STATE,D1,REMEMBER,mcq,What does isEmpty report about a stack?,Whether it has ever held an item,Whether it currently holds no items,Whether every item in it is zero,Whether it has reached its maximum size,B,Whether it currently holds no items,"isEmpty is about the present count, not about capacity and not about history. A stack that has been filled and emptied again is empty.",AUTHORED,
GB2_STK_006,DSA_STACK,STK_C01_BEHAVIOUR,STK_F06_TOP_ACCESS_ONLY,STK_FAM06_ACCESS_RESTRICTION,STK_RG_ORDER,D1,REMEMBER,mcq,Which items in a stack can be accessed directly?,Only the item on top,The top and the bottom item,"Any item, by its position","Any item, by its value",A,Only the item on top,Only the top is reachable. Indexing into the middle is an array operation; a structure that allowed it would not be a stack.,AUTHORED,
GB2_STK_007,DSA_STACK,STK_C03_USES,STK_F07_UNDO,STK_FAM07_EVERYDAY_EXAMPLE,STK_RG_USES,D1,REMEMBER,mcq,Which everyday feature behaves like a stack?,A scheduled backup that runs nightly,"A printer queue, which prints jobs in the order received","Undo, which reverses the most recent action first",A sorted contact list,C,"Undo, which reverses the most recent action first","Undo reverses the most recent action first, which is last-in first-out. A printer queue is first-in first-out, and the other two involve no removal order at all.",AUTHORED,
GB2_STK_008,DSA_STACK,STK_C02_STATE,STK_F08_POP_EMPTY,STK_FAM08_EMPTY_POP_RESULT,STK_RG_STATE,D1,REMEMBER,mcq,What happens when pop is called on an empty stack?,It is an error condition the code must handle,It silently does nothing and is always safe,It returns the last item that was removed,It returns zero,A,It is an error condition the code must handle,"There is nothing to return, so the operation cannot succeed. Most languages raise; the point is that the caller must check first rather than assume a value comes back.",AUTHORED,
GB2_STK_009,DSA_STACK,STK_C03_USES,STK_F09_CALL_STACK,STK_FAM09_CALL_STACK_NAME,STK_RG_USES,D1,REMEMBER,mcq,The structure a language uses to track which function must be returned to is called:,The queue,The symbol table,The heap,The call stack,D,The call stack,"Each call pushes a frame and each return pops one, which is why it is a stack. The heap holds allocated objects and has no such ordering.",AUTHORED,
GB2_STK_010,DSA_STACK,STK_C01_BEHAVIOUR,STK_F10_PUSH_LOCATION,STK_FAM10_PUSH_TARGET,STK_RG_OPERATIONS,D1,REMEMBER,mcq,Where does push place a new item?,"At the bottom, below everything already there",Wherever there is free space,In sorted position among the existing items,"On top, above everything already there",D,"On top, above everything already there","push always adds on top, which is why the most recent item is the one pop reaches. Nothing about a stack sorts or searches for a position.",AUTHORED,
