skillKey,skillName,conceptId,conceptName,factId,factStatement,familyId,familyName,measurementObjective,allowedDifficultyMin,allowedDifficultyMax,cognitiveLevel,questionType,distractorStrategy,reassessmentGroup,notes,plannedD1,plannedD2,plannedD3,plannedD4,plannedD5,plannedTotal
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C01_VARIABLES,Variables and assignment,PGF_F01_ASSIGNMENT_STORES_VALUE,Assignment stores the value on the right into the name on the left; it is not a statement of equality.,PGF_FAM01_ASSIGNMENT_DIRECTION,Reading an assignment in the right direction,"Say which name changes and which value it takes, given a single assignment.",D1,D2,REMEMBER,mcq_single,The assignment read right-to-left; both names claimed to change; the assignment read as asserting the two are now permanently equal. The last is the belief that later makes x = x + 1 look impossible.,PGF_RG_VARIABLES,Show real code in the stem. x = y is the whole item; no scenario is needed and none should be added.,4,1,0,0,0,5
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C02_TYPES,Values and types,PGF_F02_VALUES_HAVE_TYPES,"Every value has a type, and the type is visible in how the value is written.",PGF_FAM02_LITERAL_TYPE,Naming the type of a written value,"Given literals as they appear in code, name each type.",D1,D2,REMEMBER,mcq_single,"The productive cases are ""5"" against 5, 5 against 5.0, and True against ""True"". A student who reads past the quotes gets all three wrong, which is exactly the confusion that breaks input handling later.",PGF_RG_TYPES,Quoted digits must appear in every variant.,3,1,0,0,0,4
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C03_OUTPUT,Output,PGF_F03_OUTPUT_DISPLAYS_ONLY,An output statement displays a value and changes nothing else.,PGF_FAM03_SINGLE_OUTPUT,What one output statement produces,Give exactly what a single output statement prints.,D1,D2,UNDERSTAND,mcq_single,The variable name printed rather than its value; the value with quotes where there are none; the value the variable held before the preceding assignment.,PGF_RG_OUTPUT,The D1 entry point for the skill. One or two lines only.,3,1,0,0,0,4
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C01_VARIABLES,Variables and assignment,PGF_F01_ASSIGNMENT_STORES_VALUE,Assignment stores the value on the right into the name on the left; it is not a statement of equality.,PGF_FAM04_VARIABLE_STATE_TRACE,Tracing one variable through several assignments,Give the value a named variable holds after a short run of assignments where order matters.,D2,D3,APPLY,mcq_single,The first value assigned rather than the last; the value from the line before the one asked about; the result of applying the assignments in written order to the wrong variable.,PGF_RG_VARIABLES,"Same fact as PGF_FAM01, different measurement: that one is answerable from a definition, this one only by tracing. Same reassessment group so they are never served together.",0,1,1,0,0,2
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C04_EXPRESSIONS,Expressions,PGF_F04_EXPRESSIONS_PRODUCE_VALUES,An expression is evaluated to a single value before it is stored or displayed.,PGF_FAM05_EXPRESSION_EVALUATION,Evaluating an expression to its value,"Give the value an expression produces, including its type.",D2,D3,APPLY,mcq_single,The right number as the wrong type; the operands combined in written order ignoring precedence; the expression left unevaluated as text.,PGF_RG_EXPRESSIONS,,0,1,1,0,0,2
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C04_EXPRESSIONS,Expressions,PGF_F05_PRECEDENCE_DECIDES_ORDER,"Operator precedence decides the order of evaluation, and brackets override it.",PGF_FAM06_PRECEDENCE_REASONING,Working out which operation happens first,"Evaluate an expression whose result depends on precedence, or choose the bracketing that gives a stated result.",D2,D4,APPLY,mcq_single,"Strict left-to-right evaluation — the answer that reveals precedence has not landed. Also the correct precedence with one operator misread, and a bracketing that changes the result in the other direction.",PGF_RG_EXPRESSIONS,"The expression must give different answers under left-to-right and under precedence, or the item measures arithmetic instead.",0,1,1,1,0,3
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C02_TYPES,Values and types,PGF_F02_VALUES_HAVE_TYPES,"Every value has a type, and the type is visible in how the value is written.",PGF_FAM07_TYPE_DRIVEN_OPERATOR,How type changes what an operator does,Predict the result of the same operator applied to different types.,D2,D4,ANALYZE,mcq_single,"""5"" + ""5"" answered as 10 — the single most valuable distractor in this skill. Also numeric addition where concatenation happens, and an error claimed where the operation is perfectly legal.",PGF_RG_TYPES,"Same fact as PGF_FAM02: that one names types, this one shows why naming them matters.",0,1,1,1,0,3
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C05_INPUT,Input,PGF_F06_INPUT_ARRIVES_AS_TEXT,Input arrives as text and must be converted before it can be used as a number.,PGF_FAM08_INPUT_CONVERSION,Reasoning about unconverted input,"Predict what happens when input is used without conversion, and what conversion is needed.",D2,D4,APPLY,mcq_single,"Arithmetic succeeding on unconverted input; concatenation of two inputs reported as a sum (the classic ""2"" + ""3"" giving ""23""); a crash where the language quietly concatenates instead.",PGF_RG_INPUT,This family catches the single commonest first-program bug. Worth several items.,0,1,1,1,0,3
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C06_SEQUENCE,Sequence,PGF_F07_ORDER_CHANGES_RESULT,"Statements run in order, and reordering them can change the result.",PGF_FAM09_STATEMENT_ORDER,How reordering statements changes the outcome,"Given two orderings of the same statements, say whether the results differ and how.",D2,D4,ANALYZE,mcq_single,"Claiming the orders are equivalent when they are not; claiming they differ when the statements are genuinely independent. Include one pair that IS equivalent, or the family teaches that order always matters.",PGF_RG_SEQUENCE,,0,1,1,1,0,3
PROGRAMMING_FUNDAMENTALS,Programming Fundamentals,PGF_C04_EXPRESSIONS,Expressions,PGF_F08_DIVISION_HAS_VARIANTS,"Division, integer division and remainder are different operations and give different results.",PGF_FAM10_DIVISION_BEHAVIOUR,Distinguishing the division operators,Give the result of each division-family operator on the same operands.,D2,D4,APPLY,mcq_single,The float answer where integer division was used and the reverse; the remainder where the quotient was asked; a rounded result where truncation happens. Negative operands are the D4 case and separate rule-following from memory.,PGF_RG_EXPRESSIONS,Foundation-critical rather than trivia: this is where counting and averaging code silently goes wrong.,0,1,1,1,0,3
