questionId,skillKey,conceptId,factId,familyId,reassessmentGroup,difficulty,cognitiveLevel,questionType,prompt,optionA,optionB,optionC,optionD,correctOption,correctAnswerText,explanation,provenance,sourceQuestionId
GB_NS_001,NUMBER_SYSTEMS_BINARY,NS_C01_BASES,NS_F01_BASE_FIXES_THE_DIGITS,NS_FAM01_LEGAL_DIGITS,NS_RG_BASES,D1,REMEMBER,mcq_single,A number is written as 1021 with no base stated. Which base can it certainly not be in?,Base 8,Base 2,Base 10,Base 16,B,Base 2,"Base 2 allows only the digits 0 and 1, and this number contains a 2. Every digit here is below 8, so the other three bases all allow it.",AUTHORED,
GB_NS_002,NUMBER_SYSTEMS_BINARY,NS_C01_BASES,NS_F01_BASE_FIXES_THE_DIGITS,NS_FAM01_LEGAL_DIGITS,NS_RG_BASES,D1,REMEMBER,mcq_single,A number is written as 892. Which base can it certainly not be in?,Base 10,Base 12,Base 16,Base 8,D,Base 8,"Base 8 allows the digits 0 to 7 only, and this number contains both an 8 and a 9. Bases 10, 12 and 16 all allow digits that large.",AUTHORED,
GB_NS_003,NUMBER_SYSTEMS_BINARY,NS_C01_BASES,NS_F01_BASE_FIXES_THE_DIGITS,NS_FAM01_LEGAL_DIGITS,NS_RG_BASES,D1,REMEMBER,mcq_single,A value is written as 3F2. Which base is it in?,Base 16,Base 10,Base 8,Base 2,A,Base 16,"Only base 16 needs digits beyond 9, and it writes them as the letters A to F. A letter appearing as a digit is what identifies the base here.",AUTHORED,
GB_NS_004,NUMBER_SYSTEMS_BINARY,NS_C01_BASES,NS_F01_BASE_FIXES_THE_DIGITS,NS_FAM01_LEGAL_DIGITS,NS_RG_BASES,D1,REMEMBER,mcq_single,Which of these is a valid binary number?,10211,1A01,10011,1092,C,10011,A binary number may contain nothing but 0 and 1. The other three each contain a digit or letter that base 2 has no room for.,AUTHORED,
GB_NS_005,NUMBER_SYSTEMS_BINARY,NS_C01_BASES,NS_F01_BASE_FIXES_THE_DIGITS,NS_FAM01_LEGAL_DIGITS,NS_RG_BASES,D2,REMEMBER,mcq_single,A configuration value is recorded as 778 and labelled as octal. What is wrong?,Nothing is wrong; 778 is a valid octal value,"Octal has no digit 8, so the value cannot be octal as labelled",Octal values may not be three digits long,"Octal has no digit 7, so the first two digits are the problem",B,"Octal has no digit 8, so the value cannot be octal as labelled","Base 8 runs from 0 to 7. The two sevens are perfectly legal; the 8 is not, which means the label and the value disagree.",AUTHORED,
GB_NS_006,NUMBER_SYSTEMS_BINARY,NS_C01_BASES,NS_F02_POSITION_CARRIES_A_WEIGHT,NS_FAM02_PLACE_VALUE,NS_RG_BASES,D1,REMEMBER,mcq_single,Positions in a binary number are counted from the right starting at zero. What is the weight of position 3?,4,16,3,8,D,8,"The weight of a position is two raised to the position number, so position 3 is worth 8. Position 2 is worth 4 and position 4 is worth 16.",AUTHORED,
GB_NS_007,NUMBER_SYSTEMS_BINARY,NS_C01_BASES,NS_F02_POSITION_CARRIES_A_WEIGHT,NS_FAM02_PLACE_VALUE,NS_RG_BASES,D1,REMEMBER,mcq_single,What is the weight of the rightmost position of a binary number?,1,0,2,10,A,1,"The rightmost position is position zero, and two raised to the power zero is one. It is the only position whose weight does not depend on the length of the number.",AUTHORED,
GB_NS_008,NUMBER_SYSTEMS_BINARY,NS_C01_BASES,NS_F02_POSITION_CARRIES_A_WEIGHT,NS_FAM02_PLACE_VALUE,NS_RG_BASES,D1,REMEMBER,mcq_single,"In the binary number 10000, positions are counted from the right starting at zero. Which position holds the single 1?",Position 5,Position 1,Position 4,Position 0,C,Position 4,"There are four zeros to the right of the 1, occupying positions 0 to 3, so the 1 sits at position 4. Counting the digits rather than the positions gives 5 and is the usual slip.",AUTHORED,
GB_NS_009,NUMBER_SYSTEMS_BINARY,NS_C01_BASES,NS_F02_POSITION_CARRIES_A_WEIGHT,NS_FAM02_PLACE_VALUE,NS_RG_BASES,D2,REMEMBER,mcq_single,"A student says the leftmost digit of the binary number 1001 has a weight of 3, because it sits in the fourth position. What has gone wrong?",Nothing; the leftmost weight really is 3,"Positions are numbered from zero and each weight is a power of two, so the leftmost digit here is worth 8","The positions should be counted from the left, which gives a weight of 1",The leftmost digit has no weight of its own because it is a 1,B,"Positions are numbered from zero and each weight is a power of two, so the leftmost digit here is worth 8","Two errors compound: the position is 3 rather than 4, and a position number is not a weight. The weight is two raised to the position, which is 8.",AUTHORED,
GB_NS_010,NUMBER_SYSTEMS_BINARY,NS_C02_UNITS,NS_F03_A_BIT_IS_ONE_OF_TWO,NS_FAM03_BIT_BYTE_UNITS,NS_RG_BASES,D1,REMEMBER,mcq_single,How many different values can be distinguished using 3 bits?,6,7,9,8,D,8,"Each bit doubles the number of values, so three bits give two times two times two, which is eight. Multiplying three by two gives six and is the commonest wrong route.",AUTHORED,
