skillKey,skillName,conceptId,conceptName,factId,factStatement,familyId,familyName,measurementObjective,allowedDifficultyMin,allowedDifficultyMax,cognitiveLevel,questionType,distractorStrategy,reassessmentGroup,notes,plannedD1,plannedD2,plannedD3,plannedD4,plannedD5,plannedTotal
DSA_ARRAYS,Arrays,DA_C01_STRUCTURE,What an array is,DA_F01_ARRAY_IS_INDEXED_SEQUENCE,An array holds items in order at numbered positions starting from zero.,DA_FAM01_INDEX_RECOGNITION,Reading a value at a position,"Given an array, name the value at a stated position or the position of a value.",D1,D2,REMEMBER,mcq_single,One-based counting; the last position given as the length; a negative position assumed invalid where the language allows it. Show the array with its values in the stem.,DA_RG_ACCESS,,4,1,0,0,0,5
DSA_ARRAYS,Arrays,DA_C01_STRUCTURE,What an array is,DA_F02_LENGTH_IS_NOT_LAST_INDEX,The length is the number of items; the last position is one less than that.,DA_FAM02_LENGTH_RECOGNITION,Distinguishing length from last position,"Given an array, give its length and its last valid position.",D1,D2,REMEMBER,mcq_single,The two treated as the same number; length counted from zero; an empty array assumed to have length one. Every off-by-one bug later traces to this.,DA_RG_ACCESS,,3,1,0,0,0,4
DSA_ARRAYS,Arrays,DA_C02_OPERATIONS,What you can do to an array,DA_F03_OPERATIONS_HAVE_NAMES,"Reading, replacing, inserting, removing and searching are distinct operations with different effects.",DA_FAM03_OPERATION_RECOGNITION,Recognising what an operation does,"Given a described change, name the operation and say whether the length changes.",D1,D2,REMEMBER,mcq_single,Replacing confused with inserting — the length is the discriminator; removing assumed to leave a gap; searching assumed to change the array.,DA_RG_OPERATIONS,,3,1,0,0,0,4
DSA_ARRAYS,Arrays,DA_C02_OPERATIONS,What you can do to an array,DA_F04_INSERTION_SHIFTS_ITEMS,Inserting or removing in the middle moves every item after that position.,DA_FAM04_SHIFT_EFFECT,What happens to positions after an insertion,Give the array contents and the new position of a named item after an insertion or removal.,D2,D3,APPLY,mcq_single,"Items assumed to stay at their old positions; the shift applied in the wrong direction; the item at the insertion point assumed overwritten. The overwriting case is the insert/replace confusion again, now traced.",DA_RG_OPERATIONS,,0,1,1,0,0,2
DSA_ARRAYS,Arrays,DA_C03_TRAVERSAL,Going through an array,DA_F05_TRAVERSAL_VISITS_EACH_ITEM,"A traversal visits each item once, and what it does at each item decides the result.",DA_FAM05_TRAVERSAL_RESULT,What a traversal produces,"Give the result of a described traversal — a total, a count, a maximum — over stated data.",D2,D3,APPLY,mcq_single,The total where a count was asked; a maximum computed from a wrong starting value; the first or last item missed. Show the data so the answer is checkable.,DA_RG_TRAVERSAL,,0,1,1,0,0,2
DSA_ARRAYS,Arrays,DA_C04_SEARCH,Finding an item,DA_F06_UNSORTED_SEARCH_CHECKS_EACH,"Finding an item in unsorted data means checking items one by one, and the worst case checks all of them.",DA_FAM06_LINEAR_SEARCH_WORK,How much work an unsorted search does,Give the number of comparisons a search makes for a stated target and data.,D2,D4,APPLY,mcq_single,The best case given where the worst was asked; the count when the item is absent given as the length minus one; the position given instead of the comparison count. Ask about an absent item at D4.,DA_RG_SEARCH,,0,1,1,1,0,3
DSA_ARRAYS,Arrays,DA_C04_SEARCH,Finding an item,DA_F07_SORTED_SEARCH_DISCARDS_HALF,"In sorted data a comparison can rule out half the remaining items, so far fewer checks are needed.",DA_FAM07_HALVING_SEARCH,Reasoning about halving a sorted range,"Say which items remain in consideration after a stated comparison, or how many checks are needed.",D2,D4,ANALYZE,mcq_single,Half discarded from the wrong side; the halving applied to unsorted data — the essential precondition; the count given as half the length rather than as repeated halving.,DA_RG_SEARCH,The precondition matters more than the arithmetic and should be tested directly at D4.,0,1,1,1,0,3
DSA_ARRAYS,Arrays,DA_C05_SORTING,Putting items in order,DA_F08_SORTING_PROCEEDS_IN_PASSES,"A simple sort makes repeated passes, and after each pass more of the data is in its final place.",DA_FAM08_SORT_PASS_STATE,The state of the data after one pass,"Given data and a described sorting method, give the arrangement after one or two passes.",D2,D4,APPLY,mcq_single,The fully sorted result given where one pass was asked; a pass applied in the wrong direction; the largest item placed at the wrong end. The fully-sorted distractor catches students who know the outcome and not the process.,DA_RG_SORTING,Method described in words in the stem; no algorithm names required.,0,1,1,1,0,3
DSA_ARRAYS,Arrays,DA_C06_WORK,How much work an operation costs,DA_F09_WORK_GROWS_WITH_SIZE,"Some operations take the same work whatever the size, and others take more as the data grows.",DA_FAM09_WORK_COMPARISON,Comparing how two operations scale,"Given two operations, say which does more work as the data grows and why.",D2,D4,ANALYZE,mcq_single,Reading a position assumed to cost more for a longer array; inserting at the end confused with inserting at the front; both assumed equal because both are one line of code. The last is the real misconception.,DA_RG_COST,"In words and counts, never notation.",0,1,1,1,0,3
DSA_ARRAYS,Arrays,DA_C07_BOUNDS,Going out of range,DA_F10_OUT_OF_RANGE_HAS_CONSEQUENCES,"Accessing a position that does not exist either fails or gives meaningless data, depending on the language.",DA_FAM10_BOUNDS_BEHAVIOUR,Reasoning about an access past the end,Say what happens when a traversal reads one position too far.,D2,D4,ANALYZE,mcq_single,The access assumed always to fail loudly; assumed to return an empty value; assumed to wrap to the start. Loop bounds written with the length rather than length-minus-one is the natural stem.,DA_RG_BOUNDS,Complements CC_FAM09 from the algorithm side rather than the language side.,0,1,1,1,0,3
