skillKey,skillName,conceptId,conceptName,factId,factStatement,familyId,familyName,measurementObjective,allowedDifficultyMin,allowedDifficultyMax,cognitiveLevel,questionType,distractorStrategy,reassessmentGroup,notes,plannedD1,plannedD2,plannedD3,plannedD4,plannedD5,plannedTotal
HTML_FORMS,HTML Forms,HF_C01_CONTROLS,The things a form collects with,HF_F01_EACH_CONTROL_SUITS_A_KIND_OF_ANSWER,"A control is chosen for the shape of the answer wanted — one of many, several of many, free text, or a date.",HF_FAM01_CONTROL_PURPOSE,Matching a described answer to the control that collects it,"Given the kind of answer wanted, say which control suits it.",D1,D2,REMEMBER,mcq_single,A control allowing several answers offered where exactly one is wanted; free text offered where a fixed set of answers exists; a control chosen for how it looks.,HF_RG_CONTROLS,,4,1,0,0,0,5
HTML_FORMS,HTML Forms,HF_C02_LABELS,Naming a control,HF_F02_A_LABEL_IS_BOUND_OR_MERELY_NEARBY,"Text sitting beside a control is not its label; a label is associated with the control, and the association is what makes it one.",HF_FAM02_LABEL_ASSOCIATION,Recognising whether a control has a real label,"Given a described fragment, say whether the control is labelled.",D1,D2,REMEMBER,mcq_single,Nearby text accepted as a label because it reads as one on screen; placeholder text accepted as a label; the label judged by whether it is visible.,HF_RG_LABELS,"Visually indistinguishable cases are the whole point here, as they are throughout this skill.",3,1,0,0,0,4
HTML_FORMS,HTML Forms,HF_C03_IDENTITY,What carries a value,HF_F03_A_VALUE_TRAVELS_UNDER_A_NAME,"A submitted value is identified by the name given to its control, and a control without one contributes nothing.",HF_FAM03_VALUE_IDENTITY,Recognising what identifies a submitted value,"Given a described control, say under what identifier its value would arrive.",D1,D2,UNDERSTAND,mcq_single,The label text assumed to identify the value; the visible text of the control assumed to; a control with no name assumed to submit under a default.,HF_RG_SUBMISSION,,3,1,0,0,0,4
HTML_FORMS,HTML Forms,HF_C01_CONTROLS,The things a form collects with,HF_F04_THE_TYPE_CONSTRAINS_AND_ASSISTS,Declaring what kind of value a field holds changes what the browser offers and what it will accept.,HF_FAM04_TYPE_SELECTION,Choosing the declared kind for a described field,"Given the data a field collects, say what kind it should be declared as.",D2,D3,UNDERSTAND,mcq_single,"A numeric kind chosen for a value that only looks numeric, such as a phone number with a leading zero; plain text chosen where a specific kind exists; the kind chosen for the keyboard it summons alone.",HF_RG_CONTROLS,Postcodes and phone numbers as text rather than numbers is the productive case and should appear.,0,1,1,0,0,2
HTML_FORMS,HTML Forms,HF_C04_GROUPS,Controls that belong together,HF_F05_A_SHARED_NAME_MAKES_A_GROUP,"Controls sharing a name form one group, which is what makes choosing one deselect the others.",HF_FAM05_GROUP_BEHAVIOUR,Predicting how a group of controls behaves,"Given a described set of controls, say how many can be chosen at once.",D2,D3,UNDERSTAND,mcq_single,Grouping assumed from visual proximity; the exclusive behaviour attributed to the kind of control alone; a group assumed to require exactly one choice.,HF_RG_GROUPS,,0,1,1,0,0,2
HTML_FORMS,HTML Forms,HF_C05_SUBMISSION,What actually gets sent,HF_F06_NOT_EVERY_CONTROL_CONTRIBUTES,"Unchosen options, disabled controls and controls without a name send nothing at all, rather than sending an empty value.",HF_FAM06_SUBMISSION_CONTENT,Deciding which controls contribute a value,"Given a described form as filled in, say which values are sent.",D2,D4,APPLY,mcq_single,An unchosen option assumed to send an empty value — the difference between absent and empty is the measurement; a disabled control assumed to send its displayed value.,HF_RG_SUBMISSION,"Absent and empty are different arrivals and break different code, which is why this outranks the banked family it sits near.",0,1,1,1,0,3
HTML_FORMS,HTML Forms,HF_C06_BUTTONS,What a button does,HF_F07_BUTTONS_INSIDE_A_FORM_ARE_NOT_ALIKE,"A button in a form submits it unless it has been declared to do something else, which catches out buttons added for other purposes.",HF_FAM07_BUTTON_BEHAVIOUR,Predicting what a button inside a form does,"Given a described button in a form, say what pressing it does.",D2,D4,APPLY,mcq_single,A button assumed inert because it was added for another purpose; a submitting button assumed not to submit because it carries a handler; the behaviour judged by the button text.,HF_RG_BUTTONS,"An ""add another row"" button that submits the form instead is the situation this exists to explain.",0,1,1,1,0,3
HTML_FORMS,HTML Forms,HF_C07_VALIDATION,What the browser checks,HF_F08_A_CONSTRAINT_REJECTS_A_STATED_SET_OF_VALUES,A declared constraint refuses exactly the values it describes and nothing beyond them.,HF_FAM08_CONSTRAINT_EFFECT,Working out which values a declared constraint refuses,"Given a constraint and several candidate entries, say which are refused.",D2,D4,APPLY,mcq_single,The constraint read as stricter than it is; a value refused that satisfies it at the boundary; the constraint assumed to check meaning rather than form.,HF_RG_VALIDATION,"Boundary values must appear, since a constraint that is off by one at the edge is the common authoring fault.",0,1,1,1,0,3
HTML_FORMS,HTML Forms,HF_C07_VALIDATION,What the browser checks,HF_F09_REQUIRED_MEANS_NOT_EMPTY_AND_NOTHING_MORE,"Marking a field as required stops it being left empty, and says nothing about whether what was typed is sensible.",HF_FAM09_REQUIRED_SCOPE,Saying what marking a field required does and does not achieve,"Given a required field and an entry, say whether the entry is accepted.",D2,D4,APPLY,mcq_single,A single space or a nonsense entry assumed to be refused; required assumed to imply a format check; required assumed to guarantee the value reaches the server.,HF_RG_VALIDATION,,0,1,1,1,0,3
HTML_FORMS,HTML Forms,HF_C08_PREFILLED,Text already in the box,HF_F10_A_HINT_IS_NOT_A_VALUE,Hint text shown in an empty field disappears on typing and is never submitted; a default value is a real value and is.,HF_FAM10_HINT_VS_DEFAULT,Distinguishing hint text from a real starting value,"Given a field showing text before anything is typed, say what is submitted if it is left alone.",D2,D4,APPLY,mcq_single,The hint assumed to be submitted; a real default assumed to vanish like a hint; both assumed to satisfy a requirement that the field not be empty.,HF_RG_LABELS,"The two look identical before typing, which is what makes this worth an item and a real source of bugs.",0,1,1,1,0,3
